EVTDESC313123;The mass protests that have been going on in Polish parts of our realm gone really violent. Some group of terrorist organizations have tried to overthrow the Sejm, via organizing an attack in the Parliament. This situation has led to us using our military force to deal with protestors, causing a massive conflict between the sides and resulting in thousands of deaths. This event that took place in Warsaw let every Polish national movement now that the direct action towards government could result in a massive conflict which the Polish people are not keen on acting upon anymore. Maybe it was a loss of prestige and a lot of people but this has secured our control over the Polish population.;x
EVTOPTA313123;It had to be done;x
EVTNAME313124;End of the Tripact?;x
EVTDESC313124;Despite our effords, chaos and corrution has spread deep in the Trislavia, causing unrest to local population. With the rise of nationalism in Germany and Rome, our region has also been effected by this nationalism and the idea of unified slavic state doesn't fit with everyone anymore. Ukrainians who would rather be unified with their Eastern brothers, Russians, and Slovincians, who are upset due to losing control in the government have come to an agreement to overthrow the Polish regime that has been cursing this geography once and for all;x
EVTOPTA313124;We shall crush these rebellious scum;x
EVTOPTB313124;Rather Dead than Chained!ßR Switch to Slovinciaß!;x
EVTOPTC313124;Shche ne vmerla Ukraina!ßR Switch to Ukraineß!;x
EVTNAME313125;Danstadt Uprising!;x
EVTDESC313125;The Slovincian nation has seceded from our union, putting our union in an extremely though spot. We shall restore our glory and show them rebelion what it means to revolt against us;x
EVTOPTA313125;For the Union!;x
EVTNAME313126;Restoration of the Union;x
EVTDESC313126;After a bloody rebelion, we have finally put Slovincian rebelions to their places. Even if this means more economical issues in the future due to many Slovincians escaping, we protected our Union and that's all that matters.;x
EVTOPTA313126;Glory for the Union!;x
EVTNAME31313;Pan-Slavism;x
EVTDESC31313;Panslavism is an ideology that has recently gained momentum in our Ruthenian lands. Due to the extensive influence of Russian Empire, many of our subjects want to be united with their close relatives, rather than living under our realm. This being concerning for us, can also be the means of ways for us to expand our Empire towards eastwards. Russia seems to be happier about this news, their Empire, being mostly based around the lands of old Muscovy and grew with the power of Tatar kingdoms, is still not considered a European Empire, hence they will be also willing to cease this chance;x
EVTOPTA31313;Matters of Eastern Slavs don't matter to us;x
EVTOPTB31313;Maybe we can also try to cease this chance?ßRKievan Rus Pathß!;x
EVTNAME313131;Unification of Ruthenias;
EVTDESC313131;Our vassal, Lithuania, has been controlling some Ruthenian lands ever since middle ages, and they as a non-slavic kingdom, always retained their sense of authority in their lands. But with the growth of Pan-Slavism in our nation, many of Ruthenians amongst our population have asked to unify with their Belarusian brothers. So we have come to the Lithuanian court, demanding for such unification for the times we have protected and respected their soverreignty;x
EVTOPTA313131;Send a messanger to Lithuania;x
EVTNAME3131312;Demands from Our Liege;x
EVTDESC3131312;Our liege has send a messanger to our court, asking for us to give up our lands in Belarus, for exchange of possible freedom. Even though our liege has never disrespected our authority, we can sense that if we were to refuse this, we have no where else to ask for aid.;x
EVTOPTA3131312;We have to, if we have to;x
EVTNAME313132;Falcon's Nest;x
EVTDESC313132;After our vassal Lithuania has allowed Ukraine to be unified with rest of Belarus, the momentum has grew to be bigger than any expectations from Pan-Slavism. It's no longer an idea that Eastern Slavs should Unify under one flag, but ALL slavs should unify. From Trislavia to Russia, and from Russia to Bosnia, All slavs shall be unified under our flag which shall lead them to the domination of rest of the Europe. We are unstopabble if we are unified!;x
EVTOPTA313132;Slava vöem slovjanskim narodam;x
EVTNAME313133;Stability in our Union;x
EVTDESC313133;Our prime minister who was figting the corruption in our country has finally managed to bring balance to the Sejm. The three nations that make up our nation are united more than ever. Our nation is keeping up with the nations of the west and is strong enough to show dominance in Eastern Europe. Long live the Sejm, Long live the King!;x
EVTOPTA313133;Such a good day to be Trislavian;x
EVTNAME54500;Emperor of the East;x
EVTDESC54500;Our previous emperor who was exiled to Siberia has led an army of his own managed to conquer some parts of China for our nation, and claiming back the throne. Our traders and bureaucrats are unhappy about this rising tension between the factions, so after years of political discussions, it was decided that Ruriks would instead will be given full support to conquer china, but expected nothing in return. No tribute or no integration, just independence. Thankfully, the negotiations went well, and peace has been achieved;x
EVTOPTA54500;Peace in our time;x
EVTNAME54501;Imperial Ambitions;x
EVTDESC54501;After reconquering Ruthenia and proclaiming the Russian Empire, it came to our attention that many places around our state are in a week position, waiting for us to take adventage of those places. But we should also remember that going after more than one of these places might cause an international crisis, which would be heavily stacked against us.;x
EVTOPTA54501;After the Baltics! We need a strong navy;x
EVTOPTB54501;The Caucauses will train better soldiers;x
EVTOPTC54501;Our influences in Central Europe is important;x
EVTNAME27836;End of Tatar Autonomy;x
EVTDESC27836;Russian influence over the state has been on a rise ever since the fall of Scandinavian Kingdom and Bosnian revolutions, economically making russians less and less dependent on Tatars. This situation has led to polarization between Tatars and Russians. The tensions are rising each day, and the states that make up the Tatar kingdom under our rule discuss for the future of coexistance of the state.;x
EVTOPTA27836;We shall fight for our freedom!;x
EVTOPTB27836;Coexistance is the key;x
EVTOPTA27837;We shall restore our order;x
EVTOPTB27837;We need to respect their self determination;x
EVTNAME54503;Heirs of Mongolia;x
EVTDESC54503;Mongol Empire has controlled a big majority of Asia, from China to Anatolia. As one of the heirs of Mongol Empire, we came to a crossroads where we need to decide over where to focus first, we have can claim Anatolia for ourselves, getting closer to Europe, or we can silently deal with Persians, getting our place in central asia. The choice is yours;x`
EVTOPTA54503;Anatolia is where my heart's at;x
EVTOPTB54503;Persia is more important to us;x
